Facility Type,Name,Atoll,Island,Phone,Email
Guest House,Coco Cottage Local Style,Kaafu,Guraidhoo,7720940,cococottagemv@gmail.com
Guest House,Endheri Residence,Kaafu,Guraidhoo,7765214,endheri.residence@gmail.com
Guest House,h78 Guraidhoo,Kaafu,Guraidhoo,7681686,admin@hotel78maldives.com
Guest House,Hireath Island Home,Kaafu,Guraidhoo,9834373,hassanshuhau55@gmail.com
Guest House,Iris Beach Residence,Kaafu,Guraidhoo,7784519,info@irisbeachresidence.com
Guest House,Ithaa Beach,Kaafu,Guraidhoo,7772768,ithaabeachmaldives@gmail.com
Guest House,Ithaa Seaview,Kaafu,Guraidhoo,7772768,ithaabeachmaldives@gmail.com / hamdhaan888@gmail.com
Guest House,Kaafu Inn,Kaafu,Guraidhoo,9797991,kaafuinn@gmail.com
Guest House,Lumeire Sands,Kaafu,Guraidhoo,7906446,lumeireholidays@gmail.com
Guest House,Moodhumaa Inn,Kaafu,Guraidhoo,7941127,moodhumaainn@gmail.com
Guest House,Ninos,Kaafu,Guraidhoo,9591724,ninos.kguraidhoo@gmail.com
Guest House,Ocean Retreat and Spa,Kaafu,Guraidhoo,"7777137
7909137",sales@oceanretreatandspa.com
Guest House,Palm Lagoon,Kaafu,Guraidhoo,7933326,yoosufshareefhussain@gmail.com
Guest House,Rosy Villa,Kaafu,Guraidhoo,"7870001
7900999",rosyvillapvtltd@gmail.com
Guest House,Rustic Villa,Kaafu,Guraidhoo,7772177,shaax1977@gmail.com
Guest House,Valley Palm Seaview,Kaafu,Guraidhoo,7754042,valleypalmseaview@gmail.com
Home Stay,Mujavaz Studio Homes,Kaafu,Guraidhoo,7423700,dive@mujavazscuba.com
Guest House,Aloha Beach Inn,Kaafu,Himmafushi,9807713,axxam1990@gmail.com
Guest House,Bahaaru Villa Himmafushi,Kaafu,Himmafushi,9860550,msarimrasheed@gmail.com
Guest House,Beach Coral Stay,Kaafu,Himmafushi,9690074,md.dreamadventure@gmail.com
Guest House,Bito's G.H,Kaafu,Himmafushi,7979615,reservations.bitos@gmail.com
Guest House,Cocomo Maldives,Kaafu,Himmafushi,7757876,info@cocomomaldives.com
Guest House,Funplace Beach,Kaafu,Himmafushi,9890009,funplacemaldives@gmail.com
Guest House,Grande Maldives Inn,Kaafu,Himmafushi,7779615,rvadevelop@gmail.com
Guest House,Heyleez Inn,Kaafu,Himmafushi,7775357,siraaj5357@gmail.com
Guest House,Hulha'ngu Lodge,Kaafu,Himmafushi,7778453,hulhangulodge@gmail.com
Guest House,Keveli Guesthouse,Kaafu,Himmafushi,7416033,mnashid2012@gmail.com
Guest House,Maavaharu Guest House,Kaafu,Himmafushi,7793117,ahmedabdullajameel@gmail.com
Guest House,Mango Stay,Kaafu,Himmafushi,"7727929
7776604",igu@techiereeef.com
Guest House,Moodhu Guest House,Kaafu,Himmafushi,7925263,hello@moodhumaldives.com
Guest House,Natural Vibe House,Kaafu,Himmafushi,9805533,obbmshiraan@gmail.com
Guest House,Noah Beach House,Kaafu,Himmafushi,7750180,info@noahbeachhouse.com
Guest House,Oya Maldives,Kaafu,Himmafushi,9697543,zimam@kleventi.com
Guest House,Serenity Inn,Kaafu,Himmafushi,7674727,twosense.tt@gmail.com
Guest House,Village Waves,Kaafu,Himmafushi,7796696,villagewaves.himmafushi@gmail.com
Guest House,Vilu Himmafushi,Kaafu,Himmafushi,7772838,vilumaldives@gmail.com
Guest House,Wave by Fazims,Kaafu,Himmafushi,9470007,info@wavebyfazims.com
Guest House,Yuvi Blue,Kaafu,Himmafushi,7877784,addmoh@gmail.com
Home Stay,Avi Cabana,Kaafu,Himmafushi,4003050 / 7939601,sales@localturemaldives.com
Home Stay,Island Life Home Stay,Kaafu,Himmafushi,9756515,usraibrahim@gmail.com
Hotel,Hulhule Island Hotel,Kaafu,Hulhule,3330888,sales@hih.com.mv
Guest House,Courtyard,Kaafu,Huraa,7778277,info@ikadmaldives.com
Guest House,Golden Turtle,Kaafu,Huraa,9781010,mochimochimaldives@gmail.com
Guest House,Green Villa Guest House Maldives,Kaafu,Huraa,7709364,abdul9364@gmail.com
Guest House,Kanbulo House Maldives,Kaafu,Huraa,7841843,kanbulohotelsmv@gmail.com
Guest House,Lukinn,Kaafu,Huraa,7792896,"matheen2896@gmail.com
info.lukinn@gmail.com"
Guest House,Mangrove Inn Hura,Kaafu,Huraa,7781704,greengold.maldives@gmail.com
Guest House,Pearl Sands at Huraa,Kaafu,Huraa,7785131,ibbesaid2@gmail.com
Guest House,Sandy Stay,Kaafu,Huraa,9955595,mujuthabam@gmail.com
Guest House,Sea Breeze View,Kaafu,Huraa,7789197,habeeb@fasfinntravel.com
Guest House,Seaside Drift Maldives,Kaafu,Huraa,9113355,imuawiyath.adam@gmail.com
Guest House,Serenity Stay,Kaafu,Huraa,9922285,serenitystay2025@gmail.com
Guest House,Silver Oasis,Kaafu,Huraa,9936629,ali.sarumad@silveroasismaldives.com
Guest House,The Bilimbi,Kaafu,Huraa,"7721112
9997489",shafeu@icloud.com
Guest House,The R 1 Huraa,Kaafu,Huraa,7791752,megacorpt@gmail.com
Guest House,The Sunrise Huraa,Kaafu,Huraa,7777080,info.sunrisehuraa@gmail.com
Guest House,Treasure Island Lodge,Kaafu,Huraa,9666366,milhafathmath@gmail.com
Guest House,Valhali Guesthouse,Kaafu,Huraa,7903479,bookings@valhaliguesthouse.com
Guest House,Wish Guesthouse,Kaafu,Huraa,7839660,wishhotelhuraa@gmail.com
Guest House,Bahaari Lodge,Kaafu,Kaashidhoo,7794983,ashraf7041@gmail.com
Guest House,Fari Lodge,Kaafu,Kaashidhoo,9990592,farilodge@gmail.com
Guest House,Happy Feet Inn,Kaafu,Kaashidhoo,7209797,haa-fix@hotmail.com
Guest House,K Inn,Kaafu,Kaashidhoo,7922272 / 9999912,bestpricehardware@live.com
Guest House,Palm Rest,Kaafu,Kaashidhoo,7845212,unsuenaas@gmail.com
Guest House,Sun View Residence,Kaafu,Kaashidhoo,7725427,sunviewresidence2021@gmail.com
Guest House,Alaika Maafushi,Kaafu,Maafushi,7791133,alaila.pvt@gmail.com
Guest House,Arena Beach,Kaafu,Maafushi,7933231 / 7778599,samih@arenabeachmaldives.com
Guest House,Arena Fushi Seaview,Kaafu,Maafushi,7778599,samih@arenabeachmaldives.com
Guest House,Arena Grand Beach,Kaafu,Maafushi,"7933231
7778599",samih@arenabeachmaldives.com
Guest House,Arena Veli Seaview,Kaafu,Maafushi,7778599,samih@arenabeachmaldives.com
Guest House,Arora Inn,Kaafu,Maafushi,7999800,arorainn@gmail.com
Guest House,Arora View,Kaafu,Maafushi,7998940,arorainn@gmail.com
Guest House,Bliss Haven,Kaafu,Maafushi,9884417,blisshavenmaldives@gmail.com
Guest House,Crystal Sands,Kaafu,Maafushi,"3314350
7790660",stay@crystalsands.mv
Guest House,Fazaa View Inn,Kaafu,Maafushi,7776316,zakittey161@gmail.com
Guest House,Four Coral,Kaafu,Maafushi,9228886,reservations@fourcoral.com
Guest House,Green Vista,Kaafu,Maafushi,7428018,badheeumaldives@gmail.com
Guest House,Icom Blue Seaview,Kaafu,Maafushi,7771931,alirameez@icomtours.com
Guest House,iCom Marina Sea View,Kaafu,Maafushi,7771931,info@icomtours.com
Guest House,Island Ambience,Kaafu,Maafushi,7730842,cognitive.islands@gmail.com
Guest House,Kaani Beach,Kaafu,Maafushi,9889090,info@kaanihotels.com
Guest House,Kaani Grand Seaview,Kaafu,Maafushi,9889090,info@kaanihotels@.com
Guest House,Kaani Palm Beach,Kaafu,Maafushi,"7771187
7778493
7988553",info@kaanimaldives.com
Guest House,Kaani Village,Kaafu,Maafushi,9113626 / 3004838,info@kaanibeach.com
Guest House,Kue Maafushi,Kaafu,Maafushi,9131623,raidwaleed@gmail.com
Guest House,Kuredhi Beach Inn,Kaafu,Maafushi,9655500,kuredhibeachinn@gmail.com
Guest House,Lagoona Sunset,Kaafu,Maafushi,"9997657
9552090",haisham@gmail.com
Guest House,Lea Spa Maafushi,Kaafu,Maafushi,9911116,asim@maafushidive.com
Guest House,Leisure Boutique,Kaafu,Maafushi,7776146,admin@leisureboutiquehotel.com
Guest House,Merijaan Maldives,Kaafu,Maafushi,9799997,merijaanmaldives@gmail.com
Guest House,Nala Island Village,Kaafu,Maafushi,7977702,nalaislandvillage@gmail.com
Guest House,Ocean Vista,Kaafu,Maafushi,9897889,oceanvistamaldives@gmail.com; ganyiynag@gmail.com
Guest House,Palm Grove Beach,Kaafu,Maafushi,7626631,mvgladius@gmail.com
Guest House,Palmcasa,Kaafu,Maafushi,7332221,reservations@palmcasa.com
Guest House,Pelican Beach Maafushi,Kaafu,Maafushi,7699914,pelicanbeachmaldives@gmail.com
Guest House,Rehendhi Villa,Kaafu,Maafushi,7999798,rehendhihotels@gmail.com
Guest House,Rosemary Boutique,Kaafu,Maafushi,7394401,rosemarymaafushi@gmail.com
Guest House,Santorini Maafushi Maldives,Kaafu,Maafushi,7631128,ahumdhu@hotmail.com
Guest House,SeasunBeach Maafushi,Kaafu,Maafushi,9784613,seasunbeachmaldives@gmail.com
Guest House,Shadowpalm House Maldives,Kaafu,Maafushi,9822727 / 7199299,rizkhaan.mohamed@gmail.com
Guest House,Solunar Maldives,Kaafu,Maafushi,7781557,ashraf@mai-emi.com
Guest House,Stingray Beach Inn,Kaafu,Maafushi,7776806,info@stingraybeachinn.com
Guest House,Summer Villa Guest House,Kaafu,Maafushi,7773087,summervillamaldives@gmail.com
Guest House,Sunrise Beach,Kaafu,Maafushi,7360606,info@sunrisebeachmaldives.com
Guest House,Sunshine View,Kaafu,Maafushi,7917504,sunshineviewmaldives@gmail.com
Guest House,Triton Beach,Kaafu,Maafushi,7745448,info@tritonbeachhotel.com
Guest House,Triton Exotica,Kaafu,Maafushi,7701273,info@tritonmaldives.com
Guest House,Triton Prestige,Kaafu,Maafushi,7701273,info@tritonhotelsandtours.com
Guest House,Velana Beach,Kaafu,Maafushi,7777765,hello@visitvelana.com
Guest House,Velana Blu,Kaafu,Maafushi,7777765,hello@visitvelana.com
Guest House,Water Seven,Kaafu,Maafushi,7793893,watersevenmv@gmail.com
Guest House,Zinnia,Kaafu,Maafushi,7727227,omniamaldivespvtltd@gmail.com
Guest House,Acacia Beach,Kaafu,Male',7706696,admin@acacia.mv
Guest House,Aina Residency,Kaafu,Male',9322251,hello@ainaresidency.mv
Guest House,Amber Beach,Kaafu,Male',7789499,huvan.maldives@gmail.com
Guest House,Amber Seaside,Kaafu,Male',7784281,hello@hotelamberseaside.com
Guest House,Avoca Inn,Kaafu,Male',7773637,info@avocainn.mv
Guest House,Beach Albatross,Kaafu,Male',7764313,huley0@gmail.com
Guest House,Beach Arena Inn,Kaafu,Male',7771124,bai@echzed.com
Guest House,Beach Breeze and Spa,Kaafu,Male',7776360,iwmaldives@gmail.com
Guest House,Beach Grand & Spa Premium,Kaafu,Male',"3351777
7774411",info@beachgrand.mv
Guest House,Beach Palace,Kaafu,Male',3358898,reservations@beachpalacemaldives.com
Guest House,Beehive Premier,Kaafu,Male',4008004,info@teatreehotels.mv
Guest House,Blue Sky Beach,Kaafu,Male',7796655,jelly_maldives@live.com
Guest House,Captains Inn and Spa,Kaafu,Male',9178881,clubvacaymaldives@gmail.com
Guest House,Cinque Retreat,Kaafu,Male',9492512,mariyamshameema786@gmail.com
Guest House,Club Blu,Kaafu,Male',3350707,reservations@clubblu.mv
Guest House,Coconut Tree Hulhuvilla Beach,Kaafu,Male',"3350929
7772020",reservations@coconuttreemaldives.com
Guest House,Cocotier Inn,Kaafu,Male',9991232,cocotierinvestments@gmail.com
Guest House,Dhimyaath Stay,Kaafu,Male',"3328920
3322392
3324381",info@dhimyaath.mv
Guest House,Dream Sunset Beach and Spa,Kaafu,Male',3356668,"dreamsunsetmv@outlook.com
rifau8968@hotmail.com"
Guest House,Express Inn,Kaafu,Male',3354044,expressinmv@gmail.com
Guest House,Flora Inn,Kaafu,Male',3313412,info.floradevelopers@gmail.com; reservations@florainnmale.com
Guest House,H78,Kaafu,Male',3357878,info@hotel78maldives.com
Guest House,H78 Iru,Kaafu,Male',7459683,info@hotel78maldives.com
Guest House,H78 Veli,Kaafu,Male',3357878,info@hotel78maldives.com
Guest House,Hathaa Beach Maldives,Kaafu,Male',3352007/ 9981171,hathaabeach@gmail.com
Guest House,HS Miracle Grand,Kaafu,Male',3356009,sales@hsmiracles.com
Guest House,HS Miracle View,Kaafu,Male',3356058,sales@hsmirales.com
Guest House,Huvan Beach,Kaafu,Male',7784281,huvan.maldives@gmail.com
Guest House,LemonRock Comfort,Kaafu,Male',7771051,cyryxshareef@hotmail.com
Guest House,Lonuveli,Kaafu,Male',"3350097
7792701","info@lonuveli.com 
info@ifcmv.com"
Guest House,Marine Holiday,Kaafu,Male',7937277,dreamxmaldives@gmail.com
Guest House,Marukab Plaza,Kaafu,Male',3314531,sales@marukabplaza.com
Guest House,Moodhu Koe,Kaafu,Male',7777859,moodhukoe.mv@gmail.com
Guest House,Naaboli Inn,Kaafu,Male',9958831,hammanhassan88@gmail.com
Guest House,New Town Inn,Kaafu,Male',3358696,sales@newtowninn.com
Guest House,Niu Inn and Spa,Kaafu,Male',9407777,eurekamaldives@gmail.com
Guest House,Noo Moo,Kaafu,Male',3355548,reservations@itawtravels.com
Guest House,Noovila Grand,Kaafu,Male',7776637,khathim.hassan@gmail.com
Guest House,Ocean Grand,Kaafu,Male',3355077 / 3355088,operations@oceangrandmaldives.com
Guest House,Octave,Kaafu,Male',"3013030
7783652",reservations@hotel-octave-maldives.com
Guest House,Off Day Inn,Kaafu,Male',"3304838
7738484",info@offdaymaldives.com
Guest House,Orange Beach House,Kaafu,Male',9889083,ibrahialex36@gmail.com
Guest House,Palmscape,Kaafu,Male',3352053 / 9800086,nittte@gmail.com
Guest House,Paralian Hulhumale',Kaafu,Male',3359911,"manager@paralian.mv
reservations@paralian.mv"
Guest House,Pine Lodge Maldives,Kaafu,Male',7970065,office.pinemaldives@gmail.com
Guest House,Rara HM,Kaafu,Male',7777753,hulhumalerara@gmail.com
Guest House,Reagal Gardens,Kaafu,Male',7774086,mailto:saudulla4086@gmail.com
Guest House,Rij Hulhumale,Kaafu,Male',3357788,info@rijhotels.com
Guest House,Ripple Beach Inn,Kaafu,Male',"3352012
7902012",sales@ripplebeachinn.com
Guest House,Rise & Shine Lodge,Kaafu,Male',7774222,mirsaad@gmail.com
Guest House,Rivethi Beach Boutique,Kaafu,Male',3352610,reservations@rivethibeach.com
Guest House,Sala Boutique Residence,Kaafu,Male',3345959,info@salafamilymaldives.com
Guest House,Samann Blue,Kaafu,Male',7728026,admin@samann.com
Guest House,Samann Grand,Kaafu,Male',7728026,info@samanngrand.com
Guest House,Samann Host,Kaafu,Male',3356688,info@samannhost.com
Guest House,Seasalter Maldives Guest House,Kaafu,Male',"3350350
7244000",info@seasaltermaldives.com
Guest House,Season Holidays,Kaafu,Male',3356681,sh@luminousmaldives.com
Guest House,Six in Lodge,Kaafu,Male',9669041,aishath24277@gmail.com
Guest House,Skai Lodge,Kaafu,Male',7791207,manager@skailodge.com
Guest House,Star Shell,Kaafu,Male',7790102,fazal@mustore.mv
Guest House,Starry Beach Inn,Kaafu,Male',9199555,shifau00@gmail.com
Guest House,Summer Beach,Kaafu,Male',3335550/ 7959592,summerbeachmv@gmail.com
Guest House,Sunny Canopy,Kaafu,Male',7999317,info@sunnycanopy.com
Guest House,Sunny Suites Inn,Kaafu,Male',7779853,reservations@sunnysuitesinn.com
Guest House,Tenglong,Kaafu,Male',9269187,tenglonghotel01@gmail.com
Guest House,Terminal 27 Inn,Kaafu,Male',7516485,keystarmv@gmail.com
Guest House,The G Ten Holiday Inn,Kaafu,Male',"3350500
7713481
7777136",eumax.mail@gmail.com
Guest House,The Grand View,Kaafu,Male',3313338 / 3313339,info@thegrandhotel.com.mv
Guest House,The Park House,Kaafu,Male',"3305501
7774862",INFO@THEPARKHOUSE.COM.MV
Guest House,The R One,Kaafu,Male',7791752,megacorpt@gmail.com
Guest House,The Somerset Guesthouse,Kaafu,Male',3009090,info@thesomerset.com.mv; reservations@thesomerset.com.mv
Guest House,The White Harp Inn,Kaafu,Male',"3355674
7776678",accounts@vtravelsmaldives.com
Guest House,Three Inn,Kaafu,Male',3350303,Res@threeinn.com
Guest House,Tour Inn,Kaafu,Male',3004040,infor@touristinnmaldives.com
Guest House,Tourist Inn,Kaafu,Male',7860882,info@touristinnmaldives.com
Guest House,Tourist Inn Grand,Kaafu,Male',3319090,info@touristinnmaldives.com
Guest House,Turquoise Residence,Kaafu,Male',9862522,mailto:info@uihotels.com
Guest House,Umet Seaview,Kaafu,Male',3301005,"info@umetseaview.com
admin@umet.com.mv"
Guest House,Unima Grand,Kaafu,Male',4005005,"info@unimagrand.com
reservation@unimagrand.com"
Guest House,Vilu Central,Kaafu,Male',7772838,vilumaldives@gmail.com
Guest House,Vilu Rest,Kaafu,Male',3352838,sales@vilurest.com
Guest House,Vinorva,Kaafu,Male',"3399933
7788595",mv@vinorvamaldives.com
Guest House,Vista Beach Retreat,Kaafu,Male',3350955,manager@vistabeachretreat.com
Guest House,White Beach Holiday,Kaafu,Male',7774149,wbeachholiday@gmail.com
Guest House,White Tern Residence,Kaafu,Male',3357711,aslam@insideout.mv
Home Stay,Astria Homes,Kaafu,Male',7910686,shadhuu@gmail.com
Home Stay,Beach Stay by Wahuj Maldives,Kaafu,Male',9925925,beachstay.wahujmaldives@gmail.com
Home Stay,Biosphere Haus,Kaafu,Male',7904902,hamdan.kendo@gmail.com
Home Stay,Blue Crystal View,Kaafu,Male',7782294 / 7776884,shassan@antracholding.com
Home Stay,Bodu Ashi Maldives,Kaafu,Male',7776725,fathmathnasheeda@gmail.com
Home Stay,Dhonveli Stay,Kaafu,Male',9980815,info@luckycool.org
Home Stay,Lazzlla Apartments,Kaafu,Male',9905927 / 9910999,lazzllamaldives@gmail.com
Home Stay,Leviq Inn,Kaafu,Male',7239222,abaaaibrahim@gmail.com
Home Stay,Mundoo Stay,Kaafu,Male',7773097,mohamed.naiph@gmail.com
Home Stay,Nala Host,Kaafu,Male',7994322,aish191@gmail.com
Home Stay,Nashee Home Stay,Kaafu,Male',7772035,natuaboo@gmail.com
Home Stay,Oceanlux Maldives,Kaafu,Male',"9747454, 7706655",oceanluxmaldives@gmail.com
Home Stay,Ontrack Home Stay,Kaafu,Male',3323493,cruises@ontrack.com.mv
Home Stay,Pulsera Beach Residences,Kaafu,Male',"7848877
7962705",sales@circleshospitality.com
Home Stay,Reef House by Sibia Maldives,Kaafu,Male',7988991,sibiamaldives@gmail.com
Home Stay,Resting View,Kaafu,Male',7788612,soby1_hotty@hotmail.com
Home Stay,Riviera Cove,Kaafu,Male',7786988,abdullashihanyoosuf@gmail.com
Home Stay,RizqInn 2,Kaafu,Male',"9522896
7792031
7942896",booking@rizqinmaldives.com
Home Stay,Rooftop Inn,Kaafu,Male',7915555,inventiveconsultingmv@gmail.com
Home Stay,Seasera Home,Kaafu,Male',7901994 / 9544459,"hello@seaserahomes.com
emboss.mv@gmail.com"
Home Stay,Sunrise Stay,Kaafu,Male',9141404,hello@digitalcoral.mv
Home Stay,Tripto Inn,Kaafu,Male',7774390,zaainvestment2014@gmail.com
Home Stay,Urban Stays By Empress,Kaafu,Male',7772673 / 7789669,urbanstays.empress@gmail.com
Home Stay,Wait N Sea,Kaafu,Male',7301312,m_solution@maldives.com.mv
Home Stay,Wind Stay,Kaafu,Male',7771254,windstay.mv@gmail.com
Home Stay,Yanaya Stay,Kaafu,Male',7907475 / 7773983,yanaya0890@gmail.com
Hotel,Barcelo Nasandhura Male',Kaafu,Male',3313000,nasandhuramale.info@barcelo.com
Hotel,Champa Central Hotel,Kaafu,Male',3317766,reservations@champacentralhotel.com
Hotel,Hotel Flora,Kaafu,Male',7775041 / 7517552,"info.floradevelopers@gmail.com /
www.hotelfloramale.com"
Hotel,"Hotel Jen Male', Maldives",Kaafu,Male',3321378,saud.abdullah@shangri-la.com
Hotel,Maagiri Hotel,Kaafu,Male',"3318484
7944146
7710309",info@maagirihotel.com
Hotel,Manhattan Business Hotel,Kaafu,Male',3009777 / 3317770,"reservations@manhattanbusinesshotel.com
ibr.naeem@gmail.com"
Hotel,Mookai Hotel,Kaafu,Male',3338811,mookai@dhivehinet.net.mv
Guest House,Aasna Inn,Kaafu,Thulusdhoo,7938180,aasnainn-maldives@gmail.com
Guest House,Amazonite Guesthouse,Kaafu,Thulusdhoo,7945432,aminathusama1@gmail.com
Guest House,Batuta Maldives Surf View,Kaafu,Thulusdhoo,7999084,batutamaldivessurfview@gmail.com
Guest House,Blissview Maldives,Kaafu,Thulusdhoo,7776480,sales@blissviewmaldives.com
Guest House,Blue Haven Retreat,Kaafu,Thulusdhoo,7710123,bluehavenretreat7@gmail.com
Guest House,Canopus Retreat Thulusdhoo,Kaafu,Thulusdhoo,9878833,thulusdhoo@canopusretreats.com
Guest House,Coconut Surf,Kaafu,Thulusdhoo,7481149,hello@coconutsurfmaldives.com
Guest House,Coral Inn,Kaafu,Thulusdhoo,7657056,"coralinn.mv@gmail.com
hello@coralinn.mv"
Guest House,Dhoadhi Retreat,Kaafu,Thulusdhoo,7715322,dhoadhi.retreat@gmail.com
Guest House,Dream Inn @ Thulusdhoo,Kaafu,Thulusdhoo,7927971 / 7775044,hello@dreaminn.mv
Guest House,Eden Blue,Kaafu,Thulusdhoo,7779317,vacanzaexpressmaldives@gmail.com
Guest House,Empyrean Stay,Kaafu,Thulusdhoo,7943221/7830790,empyreanstay@gmail.com
Guest House,Iru Guest House,Kaafu,Thulusdhoo,9807987,irumaldives@outlook.com
Guest House,Kudhi Boli Beach House,Kaafu,Thulusdhoo,7976651,ayazu79@gmail.com
Guest House,Kuredhi View,Kaafu,Thulusdhoo,7778614,asalym304@gmail.com
Guest House,La Due Thulusdhoo,Kaafu,Thulusdhoo,9746423,craxy143@gmail.com
Guest House,Ocean Blue Lagoon,Kaafu,Thulusdhoo,9988828,contact@oceanspheremaldives.com
Guest House,Palm Gate,Kaafu,Thulusdhoo,7798641,nalabadhi@gmail.com
Guest House,Reef Edge,Kaafu,Thulusdhoo,7803678,info@plankton.com.mv
Guest House,Reinforce Residence,Kaafu,Thulusdhoo,7974477,reinforceresidence@gmail.com
Guest House,Samaik Thulusdhoo Inn,Kaafu,Thulusdhoo,7321554,hello@samaik.mv
Guest House,Samura Maldives,Kaafu,Thulusdhoo,9732922,samuramaldives@gmail.com
Guest House,Samura Panorama,Kaafu,Thulusdhoo,7602232,samurapanorama@gmail.com
Guest House,Season Paradise,Kaafu,Thulusdhoo,9555889,info@seasonparadise.mv
Guest House,Sun and Surf,Kaafu,Thulusdhoo,7955410,raalhu.im@gmail.com
Guest House,Surf Trip Maldives,Kaafu,Thulusdhoo,7778955,marketing@canopusmaldives.com
Guest House,Tropical Stay,Kaafu,Thulusdhoo,7987770,tropcal.stay@gmail.com
Guest House,Twin Palms Beach House,Kaafu,Thulusdhoo,9285602,info@twinpalmssurfhouse.com
Guest House,Twin Palms Surfhouse,Kaafu,Thulusdhoo,9700034,info@twinpalmssurfhouse.com
Guest House,Villa Kudi Maldives,Kaafu,Thulusdhoo,9565713,villakudi@gmail.com
Guest House,Wave Crest Residence,Kaafu,Thulusdhoo,7792522,nasih@uimaldives.com
Guest House,Wave Crest Retreat,Kaafu,Thulusdhoo,7792522,nasih@uimaldives.com
Guest House,Clouds Beach Retreat Laamu,Laamu,Gan,7997220,ismailamir3@gmail.com
Guest House,Long Beach Laamu,Laamu,Gan,7786859,longbeachlaamu@gmail.com
Guest House,Nazaki Residences,Laamu,Gan,"7958855
9660011",nazaki@nazaki.com; admin@nazaki.com
Guest House,Reveries Diving Village,Laamu,Gan,6808866,info@reveriesmaldives.com
Guest House,Sunsetvilla,Laamu,Gan,7668022,maagahainvestment@gmail.com
Home Stay,Calm Beach Inn,Laamu,Gan,7944347,calmbeachinn@gmail.com
Guest House,Holiday Villa,Laamu,Kalaidhoo,7788699,hipoint009@ gmail.com
Guest House,Aqua Inn,Lhaviyani,Naifaru,7789330,kanmathee@gmail.com
Guest House,One The Island,Lhaviyani,Naifaru,7789330,kanmathee@gmail.com
Guest House,SeasunBeach,Lhaviyani,Naifaru,9784613,seasunbeachmaldives@gmail.com
Guest House,Maduvvaree Waterfront Sands,Meemu,Maduvvari,9999389,natture@hotmail.com
Guest House,Kandoofa Village,Meemu,Mulah,9775529,kandoofa.village@gmail.com
Guest House,EQ Surf Retreat,Meemu,Muli,9182594,franck@eq-france.com
Guest House,Muli Wave,Meemu,Muli,9993836,sales@sunglobe.co
Guest House,White Water Inn,Meemu,Muli,7574888 / 9590888,whitewaterinnmv@gmail.com
Home Stay,Eco Wave Retreat,Meemu,Muli,7997278,ecowavemv@gmail.com
Home Stay,Hudhuveli Residence,Meemu,Muli,7440238,fathah1418@gmail.com
Guest House,Mirusmaa Inn,Meemu,Veyvah,7706990,samahathu@hotmail.com
Guest House,Veyvah Inn Maldives,Meemu,Veyvah,7595939,veyvahinn@gmail.com
Guest House,Paradisola Maldives,Noonu,Fodhdhoo,9117393,paradisolamaldives@gmail.com
Guest House,Priv Fodhdhoo,Noonu,Fodhdhoo,7505906,mail@eusoph.com
Guest House,Sabba Beach Suite,Noonu,Fodhdhoo,"7779610
7784645",info@sabbatravels.com
Guest House,Sabba Beach Villas and Spa,Noonu,Fodhdhoo,"7918910
7784645",info@sabbatravels.com
Guest House,Sabba Summer Suite,Noonu,Fodhdhoo,7918910,info@sabbatravels.com
Guest House,The Happiness Sun Suites,Noonu,Fodhdhoo,7787800,mfayaz@icmplmaldives.com
Guest House,Velaa Garden View,Noonu,Fodhdhoo,7868318 / 7926431,booking@velaagardenview.com
Guest House,Lhohi Inn,Noonu,Lhohi,7605072,lhohiinn@gmail.com
Guest House,Lhohi White Sand,Noonu,Lhohi,7999982,lhohiwhitesand@gmail.com
Guest House,Fini Palace,Noonu,Maafaru,9711755,risk.aluminium@gmail.com
Guest House,Bon Abri Maldives,Noonu,Magoodhoo,7599667,shaamil.saleem@gmail.com
Guest House,Islandlifemaldives Retreat & Spa,Noonu,Magoodhoo,7457972,admin@islandlifemaldives.info
Guest House,Mathige Retreat,Noonu,Magoodhoo,9792156,mathige.islandlife@gmail.com
Guest House,Seashine Guesthouse,Noonu,Manadhoo,7892045,seashine.manadhoo@gmail.com
Guest House,Sunny Day Inn Maldives,Noonu,Manadhoo,9996892,
Guest House,Ikhfa Guest House,Noonu,Velidhoo,7255787,ikhfamaldives@gmail.com
Guest House,Kazu Inn,Noonu,Velidhoo,7429444,kazuinn786@gmail.com
Guest House,Palm Villa,Noonu,Velidhoo,7789197,habeeb@fasfinntravel.com
Guest House,The Kaleyfaan Inn,Noonu,Velidhoo,7684030,kaleyfaaninn@gmail.com
Home Stay,Island Pearl Escape,Noonu,Velidhoo,7779397,imoosaf@gmail.com
Home Stay,Lonu View,Noonu,Velidhoo,9996317,lonuview@gmail.com
Guest House,Tropica Inn & Guest House,Raa,Alifushi,9495656 / 9965656,tropica.alifushi@gmail.com
Hotel,Ifuru Island Maldives,Raa,Ifuru,6582800 / 3332822,surprise@ifuruisland.com
Guest House,Inguraidhoo Beach Inn,Raa,Inguraidhoo,7994548,mary404504@gmail.com
Guest House,Waves Inn,Raa,Maakurathu,7786683,"stay@wavesinn.com;
wavesinnmaldives@gmail.com"
Guest House,Aquaraa,Raa,Maduvvari,7792556,info@aquaraa.com
Guest House,Yan Inn Guest House,Raa,Maduvvari,7793721,hamyd_h@hotmail.com
Home Stay,Vaadhoo View Inn,Raa,Vaadhoo,7743479,isseyvd@gmail.com
Guest House,Equatorial Inn,Seenu,Feydhoo,7979789,zareer7979789@gmail.com
